#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
100,208.198750363725,773.9152563328254,0
200,115.8850144248932,417.8421697520277,52
300,91.72553492326304,297.0026970848972,52.5
400,62.762105143873384,299.2941318538293,53.4
500,66.70742558598953,319.21366241863393,53.5
600,55.8483568733852,328.64534001010253,53.8
700,51.37480857825845,249.18413825121343,54
800,59.52589837265904,379.0802727523603,53.4
900,33.471839233378894,210.77725141245574,53
1000,37.12821203779403,256.10292848195957,53.2
1100,55.96506172080191,246.75254076189495,53.5
1200,38.86271402527692,222.00423738628854,53.6
1300,45.46906056016077,277.52997174817096,52.1
1400,43.93743586321374,274.76959618981795,51.4
1500,75.56433721465159,318.37212712371587,51.4
